"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NCU09903",700.489306919845,0.437468351935894,0.168114293878425,2.60220794938625,0.00926256691538606,0.0218071279931548
"NCU11134",4.69939970455858,2.60396838130859,1.08966226248307,2.38970226919193,0.0168620359727902,0.0367743568940261
"NCU14001",23.7183201304284,1.48755498746559,0.383622459319535,3.8776535401608,0.000105468766184043,0.000418288867442737
"NCU09909",1568.2992451527,3.43553259549129,0.297931174262933,11.5312961256593,9.17518523328006e-31,1.03284846794633e-28
"NCU09910",308.982001503568,-0.57552002287327,0.195779957452312,-2.93962686662374,0.00328607712231394,0.00883926441264831
"NCU09911",2378.6579192996,1.49907845013789,0.199736749831281,7.50527107006684,6.13016149700805e-14,1.13255903535372e-12
"NCU09913",202.170242285043,1.17540015830452,0.21940632309483,5.35718452287493,8.45287822010162e-08,6.10688910811968e-07
"NCU09914",54.0923773299231,1.87544418826595,0.402041838187226,4.6647985610706,3.08919507481302e-06,1.69634132270362e-05
"NCU08052",3681.27205367833,-6.08489487696059,0.524128558150862,-11.6095465174198,3.68565053224633e-31,4.24771223841389e-29
"NCU08054",1271.23519751655,-1.03644404183758,0.127417923550048,-8.13420916744481,4.14636109279563e-16,1.05080946961661e-14
"NCU08055",8538.07098809936,-1.27642495959446,0.173480118431635,-7.35775932789364,1.87022839402828e-13,3.2681734806115e-12
"NCU08056",249.887314052335,-0.489050025915213,0.213217332351641,-2.29366918965418,0.021809507793571,0.0459594786568482
"NCU08057",648.774041468854,-2.5397980996399,0.223428011040626,-11.3674113098473,6.07630229404206e-30,6.68462301234332e-28
"NCU08058",39.07881154088,1.11768726267356,0.376806639273967,2.96620904776817,0.00301495480578699,0.00821879399068588
"NCU08063",588.564545990884,-0.73298421467664,0.16058546949808,-4.56444918066142,5.00807492730798e-06,2.61788193149398e-05
"NCU08064",1234.01327186388,-1.31556375761619,0.166564080450138,-7.89824405154394,2.82859900820095e-15,6.38313916046467e-14
"NCU08066",2043.82996288666,0.492208518242601,0.136021475360219,3.61860887730493,0.000296190886151684,0.00106516492155812
"NCU08068",144.808999760848,-0.926881784926239,0.236368582923872,-3.92134087136598,8.80575916383218e-05,0.000356092541625143
"NCU08076",240.348273172364,-1.39484297166153,0.202407873546431,-6.89124858248934,5.53047977987358e-12,7.83902997788523e-11
"NCU08089",13.1270841282889,2.26887029975681,0.580809306843353,3.90639453091397,9.3683506012195e-05,0.00037632780983571
"NCU16306",826.320859901852,0.495165089165839,0.189611943064196,2.61146571868731,0.00901550262034376,0.0213187789124445
"NCU10622",122.467060633111,0.556460688746539,0.222706088368082,2.49863258262989,0.0124673496725174,0.0282462935126705
"NCU08092",9039.1583733681,0.384688661231795,0.141396549007069,2.72063684674908,0.00651562969140748,0.0160666864601416
"NCU08094",2159.72717755747,1.17796866560467,0.157593126450006,7.47474646984909,7.73528394603116e-14,1.399724932365e-12
"NCU08095",1501.55637192066,-2.41116680009941,0.285348945215449,-8.44988860315881,2.91580897221138e-17,8.27799022286756e-16
"NCU08100",68.3362194709556,1.32408256864054,0.299718432624511,4.41775488095976,9.97314305341563e-06,4.94620890881745e-05
"NCU08110",1388.95002746915,-0.493487847323156,0.158580477239678,-3.11190794676006,0.00185882451215916,0.00539487244485606
"NCU08111",563.399456253296,0.439006705477257,0.18800233506121,2.33511304704979,0.0195375159213754,0.0416779819629382
"NCU08113",30.5091377979827,1.04710685166012,0.451499024745779,2.31917854584448,0.0203853572508433,0.0432691610492027
"NCU08115",168.850613415686,-0.97633324385802,0.248079661166447,-3.93556343662917,8.30017354631508e-05,0.000337338287581345
"NCU08118",588.422418160706,-0.581495624427511,0.212841186011195,-2.73206344751775,0.00629390191460034,0.0155914187398275
"NCU08119",774.16456374059,-0.581213624974537,0.139738290449238,-4.15930109854657,3.19222862820666e-05,0.000142283450044515
"NCU08120",766.623262597111,1.09568813428591,0.180530168624101,6.06927995822875,1.28484999728713e-09,1.27184384700784e-08
"NCU08121",232.880878433954,1.04711330699442,0.198971736939691,5.26262334088083,1.4201432941493e-07,9.8909404537118e-07
"NCU10647",772.210511793906,-0.381808272856918,0.140552150048226,-2.7164883121739,0.00659785247343187,0.0162446613887208
"NCU07509",494.994388503914,1.10251143624724,0.235461157148309,4.68234952040436,2.83605369440306e-06,1.56711391641073e-05
"NCU16311",42.7202895789781,-1.37386275143669,0.397203412043541,-3.45883924905984,0.00054250858539482,0.00181668129201219
"NCU07506",1001.18348293188,0.73242044328344,0.118335903346557,6.1893341122219,6.04188986525771e-10,6.2624770648351e-09
"NCU07505",425.070249798347,-0.493132175445762,0.149369717105261,-3.30142002677993,0.000961967543087274,0.0030206966541122
"NCU07504",994.526919952685,0.452216199014169,0.163810357644463,2.76060809290013,0.00576938624439761,0.014522472239213
"NCU07503",4235.2525584401,1.83192664117181,0.208834744749819,8.77213532339382,1.75309534185546e-18,5.71438249309855e-17
"NCU07502",706.578160178534,-0.397865143857112,0.13751720836485,-2.89320259324583,0.00381335240538755,0.0100921445151878
"NCU07498",338.612208186204,-0.550878979892708,0.188415132527545,-2.92375125343063,0.00345840992015602,0.0092411996790037
"NCU07496",222.938576253507,-1.12780996183951,0.231712779447791,-4.8672756182342,1.13147180551697e-06,6.72423483683845e-06
"NCU07493",1030.76364480159,0.390306227292395,0.142848967157404,2.73229996029527,0.00628938512053374,0.0155842173923438
"NCU07489",1046.29595747687,-0.436467757008561,0.159087021969305,-2.74357865026083,0.00607734878785716,0.0151518963727131
"NCU07487",105.043049573074,0.781311232496449,0.329432002784981,2.37169196037826,0.017706846133696,0.0383575693489172
"NCU07484",135.592944209713,-1.52315985995324,0.358215515276907,-4.25207673870801,2.11797255073993e-05,9.77316123151251e-05
"NCU07483",589.110694644292,-0.650025110602538,0.134643768041385,-4.82774004365907,1.38091188503319e-06,8.08748212886046e-06
"NCU07482",285.191507823449,-0.613353019881158,0.201664179674066,-3.04145744114037,0.0023543584580189,0.00663731631685527
"NCU07479",22.7492292724696,-1.82918307754271,0.638298312354424,-2.865718179319,0.00416064457653767,0.0109157723971439
"NCU07478",364.438823808313,0.90523459266356,0.178110833668819,5.08242297235419,3.72650446309847e-07,2.42611228697083e-06
"NCU07477",432.250591139639,-0.559533202590035,0.164727096661784,-3.39672837031095,0.000681966256266092,0.00222893832778934
"NCU07474",1689.97112662178,-1.81066963132373,0.175634996797857,-10.3092758523956,6.39815902296786e-25,4.03140719260114e-23
"NCU07473",1640.03687884674,-1.55624243052195,0.199869855965716,-7.78627884131208,6.90115550849795e-15,1.47809925835771e-13
"NCU07468",1224.36369261529,-0.55299684657359,0.144439776891712,-3.82856342258253,0.000128893417583963,0.00049912687025214
"NCU07467",2746.15669176223,-0.561513978715868,0.113675320184442,-4.93962962061415,7.82710993717551e-07,4.78977568279369e-06
"NCU07465",5733.0675645686,-1.11953643095504,0.0947601350054932,-11.8144241868181,3.28793825987586e-32,4.4831732808251e-30
"NCU07464",18.1165702649761,-2.66987875528221,0.643777845923504,-4.14720508353662,3.36558572568344e-05,0.000148641584901192
"NCU07463",29.8794663728575,-1.56044331263789,0.521619936721501,-2.99153311210771,0.00277580433182084,0.00765600049468877
"NCU16316",116.547376948673,1.00304137274165,0.238851898703538,4.19942808990028,2.67589993370211e-05,0.000120940183278105
"NCU07456",1384.55020836351,1.36219908605442,0.142622574011068,9.5510762970013,1.28355776773064e-21,5.75283460620387e-20
"NCU07454",1035.15718249393,-1.73281892181871,0.153019412630883,-11.3241770571859,9.96099375925985e-30,1.07147089537105e-27
"NCU07452",203.892138192546,2.23964404837314,0.22705833323694,9.86373861044788,5.97810871229001e-23,3.06212012929522e-21
"NCU07451",3199.51014188184,0.998985922006319,0.186822333480952,5.34725106679053,8.93001054037942e-08,6.42284041912431e-07
"NCU07449",146.17549027742,1.14032526108704,0.455986231876761,2.50078879880573,0.0123917052969376,0.0280946367633848
"NCU07445",128.858708396711,-0.738957983044102,0.255389657064771,-2.89345305341277,0.00381031247196822,0.0100868567243982
"NCU07441",187.124975048477,-0.676867268781133,0.238391225248917,-2.83931284834154,0.0045210807136264,0.0117184959541144
"NCU07440",456.184591022485,-0.576733150492799,0.150217650403816,-3.83931681092349,0.000123377144759714,0.000479299413490685
"NCU07438",752.783823516242,-0.53068489690315,0.136405939011874,-3.89048234077955,0.000100045157917499,0.00039873905878934
"NCU07435",1085.06982896287,-0.379336398049219,0.121783264531456,-3.1148483291909,0.00184039515309383,0.00534719852253942
"NCU07434",293.870710420543,-0.943686409516536,0.253944377632112,-3.71611460082668,0.000202309848732969,0.000751270289828875
"NCU07432",711.304505396426,0.443111938022482,0.147689995127992,3.00028405877102,0.00269727932497228,0.00746707496284147
"NCU07428",1796.04405795422,1.44608671557468,0.176889816163597,8.17507048702718,2.95692957811393e-16,7.63360939885892e-15
"NCU09065",503.389042633098,-0.532346148547871,0.132115045128116,-4.02941351631555,5.59161822535094e-05,0.000235460878815235
"NCU09066",60.4939155559025,1.34655379841434,0.302381546697726,4.45316128950295,8.46151435867971e-06,4.25631216428857e-05
"NCU09069",398.973040045265,-1.13159186223956,0.187738943023995,-6.02747540820514,1.66540581282472e-09,1.61227936739561e-08
"NCU09071",1089.23568706782,-0.284662805458363,0.121679216549883,-2.33945297750716,0.019312002468902,0.0412741862335585
"NCU09073",365.951671559746,-1.06091567324584,0.173303604597043,-6.12171729325902,9.25721644459826e-10,9.36458854756069e-09
"NCU09075",106.69883121997,-1.87066848890489,0.356999739338632,-5.23997158196933,1.60601327239965e-07,1.10897392939379e-06
"NCU09076",4321.18856000873,-0.314237885132412,0.101350225601309,-3.10051490530036,0.00193184490524519,0.00558107744783011
"NCU09079",3516.90410789881,-1.08803810384257,0.136218049965927,-7.98747379010883,1.37731926599197e-15,3.27612477004135e-14
"NCU16318",706.037263938733,1.45046748191545,0.205970697638596,7.04210598179596,1.89355706545689e-12,2.85983244160502e-11
"NCU09087",139.840946108269,-0.839381364194684,0.274715335653533,-3.05545870672943,0.00224716544446991,0.00637157833119829
"NCU09091",462.631559507746,0.446613309166755,0.177653171228779,2.51396192974013,0.0119383320350749,0.0272024502869972
"NCU09092",213.340390386892,-0.376244061881056,0.163297947485842,-2.30403423725627,0.0212207217613962,0.0448065010626121
"NCU09093",317.502111005294,1.28049403442173,0.382932349680456,3.34391710569834,0.000826044155213412,0.00264645390456344
"NCU09094",187.682759199422,1.84594896627875,0.231302145486941,7.98068242035815,1.45526451766903e-15,3.43361430512498e-14
"NCU09099",22.3073500739957,2.77785712661869,0.514065598973079,5.40370165241142,6.52794903608774e-08,4.80220931750497e-07
"NCU09100",199.794564967786,-0.402764303133088,0.174415888097996,-2.30921797047981,0.0209314888548925,0.0442537112042399
"NCU09101",1835.97868239894,-0.400400783502738,0.11986341223216,-3.34047542987691,0.000836350807190381,0.0026765990626149
"NCU09102",566.846947630584,-0.396491390545282,0.175245518367497,-2.26249089984615,0.0236670904513252,0.0493051651945942
"NCU09103",144.297497876381,-1.61021063001148,0.221958303061582,-7.2545636175851,4.02958848866232e-13,6.73755546783073e-12
"NCU09104",941.40218942187,-0.639571378886715,0.154046487212195,-4.15180761639649,3.29859503084688e-05,0.000146417691396739
"NCU16320",56.8155023495929,0.684058928522361,0.291868561434857,2.34372254812048,0.0190923681516229,0.0409285243746372
"NCU02184",903.113714013637,3.65850348846244,0.365685359459202,10.0045117854126,1.45608111222279e-23,8.19553560897025e-22
"NCU02182",505.010949954674,-0.460956917512974,0.15364883480624,-3.0000677720353,0.0026991954135496,0.00747024322429209
"NCU14004",93.2044805302456,1.02054743663599,0.236185515288609,4.320956919771,1.5535400532433e-05,7.4307417270002e-05
"NCU02179",747.387597617847,-0.90647381808725,0.168653487848352,-5.37477065936711,7.66802190930188e-08,5.5731321399363e-07
"NCU02175",1730.54280898768,-1.97135828558738,0.301746902188693,-6.53315169530594,6.43998558026968e-11,7.78207717917813e-10
"NCU16325",104.030913914051,1.44398575750412,0.294100437640057,4.90983886012228,9.11512629119752e-07,5.51177624141681e-06
"NCU02174",279.233235671083,0.763399026724569,0.195771268628793,3.89944363170098,9.64139792332342e-05,0.000385855201718454
"NCU02173",423.595365857796,-0.558537253433607,0.168941573665204,-3.30609713947898,0.000946052837674792,0.00297458185174721
"NCU16327",17.1516738783926,1.30526081030729,0.56155785440136,2.32435678724277,0.0201063795695416,0.0427426132219438
"NCU02165",346.316142586474,-0.709981439847752,0.217504627204374,-3.264213037549,0.00109768595016104,0.00340086039272789
"NCU02164",4379.19659983788,-1.05807505261098,0.151984328353167,-6.96173785860553,3.36100485407712e-12,4.90767541362301e-11
"NCU02163",30.2692623196463,-1.35123031484667,0.404635622933642,-3.33937557215092,0.000839669576729423,0.00268450882641259
"NCU02158",351.79328482464,0.800441251544187,0.156576802537779,5.11213180094833,3.18543443764629e-07,2.09072479937992e-06
"NCU02157",1305.26086071786,1.75898355286148,0.220327019132342,7.98351268849567,1.42226685452198e-15,3.37474642613414e-14
"NCU02156",891.900464948879,0.45494672913821,0.17856069842453,2.54785478076799,0.0108387579595891,0.0250250455060295
"NCU02155",178.245269965615,0.705329725791657,0.233457630338154,3.02123226715707,0.00251748165859823,0.00704182026492039
"NCU16329",913.770642703883,1.01029635405717,0.147850756352726,6.83321735363274,8.3031004342708e-12,1.14831879005965e-10
"NCU02151",1186.96351285322,-0.396169155355729,0.128587737973893,-3.08092483465384,0.00206358735255079,0.00591753233413631
"NCU02148",866.910564237532,-0.803270353487786,0.138611133848863,-5.79513586811608,6.82658916079211e-09,5.93784453419842e-08
"NCU16330",117.514443059646,1.23914974571368,0.245777175256559,5.04176087311677,4.61267476565369e-07,2.94226314137914e-06
"NCU10687",5219.41936988017,0.874725274398228,0.141142933305083,6.19744293189297,5.73878357103693e-10,5.9728013758992e-09
"NCU02144",15.0806472019469,2.14861299041193,0.552316596009541,3.89018364817488,0.000100168385577814,0.000399065901555071
"NCU02138",1071.54411931401,-1.82170010433935,0.235120688770476,-7.74793623592048,9.33980161336725e-15,1.94448643911846e-13
"NCU02137",260.71377915368,-1.3352389998843,0.213653969338781,-6.24953987055149,4.11663647278445e-10,4.39395343914291e-09
"NCU02136",20456.49002986,0.733892859103158,0.122088374399613,6.0111608718863,1.84199503435414e-09,1.77083951614523e-08
"NCU02134",5129.91207393276,-0.65225885200445,0.118162135131495,-5.52003271842196,3.3893654812111e-08,2.6124559891405e-07
"NCU02133",11693.6281784474,0.3012969434164,0.111726739808008,2.69673082678463,0.00700238476149355,0.0170928106091828
"NCU02132",126.53285157338,0.76046538621557,0.238365082699817,3.19033886004711,0.00142106063758198,0.00426582574649028
"NCU02131",936.51634417307,-0.418897160025397,0.142069949969161,-2.9485275395418,0.00319291690013158,0.00862943286157841
"NCU02128",383.938259677005,-1.68353781656314,0.256572421295795,-6.56164761614127,5.32164570205365e-11,6.52137367614954e-10
"NCU02126",284.538787480088,-0.738625969154676,0.217440130538415,-3.39691650904423,0.000681497565955285,0.00222815870854884
"NCU02124",6341.96177470287,-0.923385600100326,0.115444153811979,-7.99854795249505,1.25894993519901e-15,3.02429139520139e-14
"NCU02123",188.701637358222,0.906153447924317,0.201004541355206,4.50812425338691,6.54032719695802e-06,3.35187440940977e-05
"NCU02122",922.149601473282,-0.510786719020525,0.142718444494503,-3.57898182557756,0.000344935452215473,0.00121917492256225
"NCU02121",466.201145322383,-0.368073769497383,0.124871201183122,-2.94762736331501,0.0032022281108607,0.00864976851039131
"NCU02120",563.940794318347,-0.7175024931885,0.160969409021057,-4.45738415486536,8.29658461459096e-06,4.18547345773086e-05
"NCU02119",160.16206389974,-0.718530823901662,0.188437397447783,-3.81310097482519,0.000137234011319425,0.000528675870904637
"NCU02117",539.205111692604,0.47379797688842,0.168060564601277,2.819209717714,0.00481420529913668,0.0124051960343205
"NCU02115",489.9877048585,-0.487346153503185,0.146262538408867,-3.33199573045042,0.000862255790564938,0.00274318051543187
"NCU02114",3996.77660023245,-0.390863589008626,0.136207303833862,-2.86962283230699,0.00410961678756988,0.0107994571445342
"NCU02112",500.993134912767,-0.627246760861293,0.163138719747327,-3.84486749579,0.000120617596879134,0.000469521091832285
"NCU02111",2363.01931732517,-0.794575162104013,0.149935233598996,-5.29945592527716,1.16148269000395e-07,8.23759261679723e-07
"NCU02110",872.180097459827,0.720882443265543,0.118253329518895,6.09608580323617,1.08697085317546e-09,1.08820732467338e-08
"NCU02109",7011.331309853,-0.320034238882458,0.113509779880612,-2.81944198305262,0.00481072266147052,0.012399522387033
"NCU02108",382.407450330077,0.50544709046425,0.153044774054898,3.30260927617786,0.000957897569618463,0.00300986899431235
"NCU02106",272.275178957973,0.476169030453937,0.198244552546378,2.40192743930525,0.0163089430699357,0.0356898874697579
"NCU02105",227.384349949673,0.525611268859306,0.215221961029894,2.44218232351437,0.0145987716920745,0.0323930114029277
"NCU11212",621.509962435392,0.750138019449631,0.15795301549667,4.74912123134139,2.04302450524124e-06,1.16275839125458e-05
"NCU02100",352.958828007074,-0.670965358529702,0.156547264420735,-4.2860241666467,1.81899208755878e-05,8.54837980565853e-05
"NCU11041",411.051683635263,0.870307861208282,0.175730928548946,4.9525024899978,7.32651186148786e-07,4.49480109829302e-06
"NCU02099",3334.27345466365,0.583599384357425,0.160268612454804,3.64138289724072,0.000271177468308567,0.000984722082031222
"NCU02096",294.895021288989,0.869761816930383,0.184207237634413,4.72164844389315,2.33940794347981e-06,1.3083655864141e-05
"NCU14005",48.7589351410719,1.59367315301935,0.365657240984917,4.35837985520733,1.31028820392675e-05,6.36153465507264e-05
"NCU02092",57.3325776563591,1.11874009213905,0.335323277327611,3.33630310742202,0.000849005430845228,0.0027081454945676
"NCU02090",2154.32340908359,0.32245823666663,0.132950551651485,2.42539976450732,0.0152915378258561,0.0337676500210113
"NCU16334",8.10635784718384,2.45171545166061,0.679024920402694,3.61064134466026,0.000305440791863585,0.00109436428794647
"NCU02089",440.121247883807,-0.697539298154536,0.23942022073167,-2.91345190486773,0.00357456895166325,0.00952379629254811
"NCU02087",48.6898761981021,0.861681594873415,0.351922615968833,2.44849735644648,0.0143453482674266,0.0319258199027486
"NCU10903",5.49770237757568,2.22275831640662,0.849627769015195,2.61615544767684,0.00889260628665965,0.0210641843555547
"NCU02084",1488.13814335308,-0.794822073927109,0.216861979615908,-3.6651056830471,0.000247236467714437,0.000904913513778246
