"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NCU09909",321.619140156531,-4.97537014626148,0.761894238807303,-6.53026351012984,6.56540774758515e-11,3.72554706304145e-09
"NCU09911",2068.01314163148,-1.30812967715136,0.421355073401732,-3.10457796696363,0.00190550699227076,0.0117580751292784
"NCU09914",60.8574057903106,-2.76523393323547,0.497416466209892,-5.55919259027634,2.71025503158263e-08,8.19875755547051e-07
"NCU08049",319.432243988195,1.6334642056752,0.451806099266914,3.615409814798,0.000299872858505098,0.0026351175683616
"NCU08051",476.966161465357,1.03570522575642,0.237750727209456,4.35626522750433,1.32300452597366e-05,0.000183487624512832
"gh3-2",755.43009877841,-1.25936387536794,0.283720549256438,-4.43874748821832,9.04838980362857e-06,0.000131808926636079
"NCU08076",204.788484465832,1.03505791429505,0.339219446338425,3.05129297706127,0.00227858119508684,0.0136432013349958
"NCU08090",580.398013555665,1.39363524529731,0.299297695313088,4.65635140905266,3.21862382775011e-06,5.3125650327997e-05
"NCU08094",1883.35603990327,-2.07437740129086,0.628320333101208,-3.30146470201327,0.000961814361759502,0.00675604554109709
"NCU08098",34.6150182897473,-2.42020676775449,0.653168220217184,-3.7053345414597,0.00021111190540637,0.00197083178789043
"cdt-2",886.8121278283,6.68489535333341,0.423298546159075,15.7923891163596,3.51028952843091e-56,7.61908342145929e-53
"NCU08117",146.274163327427,-3.23430433542158,0.653147744860354,-4.95187246817041,7.35027708843869e-07,1.51940727813868e-05
"NCU08120",818.252007280572,-2.40948224183257,0.732216014016981,-3.29067132609407,0.000999486177985395,0.00698674637461288
"NCU07509",412.760187542455,-1.66198210901021,0.25398015662776,-6.5437478702167,5.9995913586682e-11,3.47256347839715e-09
"NCU16311",78.385376731426,1.65667350194048,0.627478590712023,2.64020721417856,0.00828553501699637,0.0380407271377908
"NCU07503",1460.38406718748,-1.82243554320894,0.571784283145222,-3.18727813430661,0.00143618595132785,0.00941764836059546
"NCU07494",479.675116448587,-2.01103574585622,0.489852253908646,-4.10539245213163,4.03629039451736e-05,0.000469117445852741
"NCU07493",1060.18208121853,-1.58006707931302,0.617936779004127,-2.55700442666557,0.0105577873979723,0.0455806614565865
"gh18-8",159.822411741098,2.27134511278464,0.509319062347798,4.45957216349702,8.21234198754426e-06,0.000121257743428332
"rib-5",1146.3139041717,-1.14410387026873,0.425860583548768,-2.68656906618293,0.00721900218947615,0.034062704896213
"NCU07449",1109.29957102185,3.76213176375339,0.631111136456532,5.96112403415418,2.50508721847021e-09,9.88598510489015e-08
"NCU07448",28.9255840880541,3.96605974652304,0.818799207296968,4.84375132655032,1.27410378316301e-06,2.42582654504853e-05
"NCU07443",1369.90764823212,1.35188910110184,0.396637105315348,3.40837779165167,0.00065350349788273,0.00494657137630154
"NCU07435",844.584050063625,-1.04531281347846,0.320491890052726,-3.26158896971304,0.00110789659652469,0.0075797937360342
"NCU09078",158.662400157903,-1.52664603006621,0.489025054678246,-3.12181557051442,0.00179739499251002,0.0112834297360607
"NCU09085",1579.37811904328,1.91645316148185,0.460362046946152,4.16292605829433,3.14195135636982e-05,0.000385288441751451
"NCU09090",1414.61040566273,-1.28829533768326,0.29999401346365,-4.29440348761946,1.75163658679134e-05,0.00023479683062705
"NCU09096",17.6234019355778,1.99540982763672,0.651328817236688,3.06359825456887,0.00218692377031477,0.0131488034445103
"NCU02187",4414.56138658299,1.63061843227062,0.282522687141349,5.77163713388725,7.85050309197796e-09,2.7154608703009e-07
"NCU14004",14.6775476516425,3.6060016630549,0.967000796582073,3.72905759312769,0.000192197224647599,0.00181969062637999
"NCU02179",1174.61089884435,2.46465709149881,0.671872983461342,3.66833784386065,0.00024413245408203,0.00222409020602328
"NCU02172",713.247054407877,1.89618792638915,0.408093280564611,4.64645711334847,3.37684295853972e-06,5.49021546180559e-05
"NCU02170",141.938303010896,2.03455097183188,0.658455980669987,3.08988152824081,0.00200236348246478,0.0122685389941844
"NCU02157",1622.25014459802,-1.55201840474826,0.585528681030065,-2.65062746716002,0.00803424042485674,0.0371423191526125
"NCU02147",280.930130829253,-1.33169170874024,0.298502788946177,-4.46123707400388,8.14878810573532e-06,0.000120588481152729
"NCU02142",510.324485788336,2.70775116961102,0.751321386599293,3.60398521579043,0.000313374889400982,0.00273164737929651
"NCU02136",9255.65099815339,-1.62304059350377,0.493099394606036,-3.29150798248395,0.000996517885584756,0.00697723248600553
"NCU02130",443.993419159605,1.83453641907194,0.371403418174359,4.93947101534402,7.83347859605003e-07,1.60024143931544e-05
"NCU02128",391.728147577606,2.039835401366,0.481537582769032,4.23608763751342,2.27448034700699e-05,0.000292115952259093
"NCU02125",28.0766585155245,3.18563541903754,1.17033845607132,2.72197790520472,0.00648924809441421,0.0313346228897131
"NCU02117",507.773022205858,-1.84556364443772,0.484873814672607,-3.80627616627198,0.000141074850734898,0.00139183165236407
"NCU02114",6254.19337462757,1.08090386794624,0.267121925969441,4.04648126140681,5.19932846744329e-05,0.000579468161159726
"NCU02105",189.946892745093,-1.26839674116394,0.307483313408944,-4.12509130040826,3.70587717097939e-05,0.00044195639558301
"NCU11211",64.7732860820679,2.39142137762024,0.577567714709179,4.14050390407362,3.46543710637908e-05,0.000419037952055475
"NCU02099",10705.3094891121,1.97866709779047,0.380113547980498,5.20546323145523,1.93513262464029e-07,4.64111089699642e-06
"NCU02097",1214.62892780266,4.03386011750716,0.473377173007677,8.5214504363981,1.57567442279912e-17,1.92676131531577e-15
