"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002236.1.608823.615081",0,0,0,0,0
"CM002236.1.615713.618210",0,0,0,0,0
"CM002236.1.620562.621595",0,-1.23052856492082,0,-1.38994084306677,-0.952470966375773
"CM002236.1.621600.624990",0,0,0,0,0
"CM002236.1.625038.625986",0,0.863661958027087,0,0,0
"CM002236.1.626351.629587",0,0,0,0,0
"CM002236.1.630032.632301",0,0,0,0,0
"CM002236.1.632557.634077",0,0,0,0,0
"CM002236.1.634193.636325",0,0.683398346754495,0,0,0
"CM002236.1.636649.638312",0,-0.815864031036034,0,-0.855224982113469,0
"CM002236.1.638339.642524",-0.868226714382329,0,0,-0.901062882378689,0
"CM002236.1.643276.643375",0,0,0,0,0
"CM002236.1.644062.646234",0,0,0,0,0
"CM002236.1.652512.655451",0.739023310023302,1.21146600372745,0.773856465227886,0.976390517419886,0
"CM002236.1.658019.658981",-1.1619812626143,-1.49046939004565,-0.880820490683837,-1.64312730862907,-1.07355612503135
"CM002236.1.661988.663664",0,0,0,0,0
"CM002236.1.666138.666602",-0.94242905489896,-1.0743870497986,0,-1.04891210783647,0
"CM002236.1.698408.700075",-0.902677029835625,-0.935756967779793,0,-0.955041395618598,0
"CM002236.1.710760.713665",0,0,0,0,0
"CM002236.1.716980.719354",0,0,0,0.674890428447721,0
"CM002236.1.720669.724628",0,-0.674430723762315,0,-0.799872697194078,0
"CM002236.1.726287.730970",0,0,0,0,0
"CM002236.1.739986.740998",1.86161857451516,2.38279380465113,1.7581029611365,1.92276406724464,1.69409597406603
"CM002236.1.741883.746951",0,0.912169940029544,0,0,0
"CM002236.1.747757.750244",0,0,0,-0.688036398234815,0
"CM002236.1.750263.752527",1.06947391677336,0,0,0,0
"CM002236.1.753027.756753",0,0.711033656027942,0,0,0
"CM002236.1.758473.759986",0,-0.775447851352899,0,-0.881894091769512,0
"CM002236.1.761515.762264",0,-0.96692355431972,0,-1.29128531755666,0
"CM002236.1.763686.765163",0,-0.90535806306197,0,-1.13004333341596,0
"CM002236.1.764869.766051",0,-0.908320498923549,0,-1.16283081359743,0
"CM002236.1.766237.767152",0,-1.14172138883329,-1.13394147786827,-1.44539891078191,-1.02120766125846
"CM002236.1.767192.770372",0,0,0,0,0
"CM002236.1.770677.772001",0,0,0,0,0
"CM002236.1.771964.773374",0,-0.876975118817343,0,-0.981616294327634,0
"CM002236.1.774192.780044",0.954614573733943,0.910246713186679,0.774385100599762,0.986621586173621,0.962994181200284
"CM002236.1.791938.792235",0,0,0,-1.43819291371028,0
"CM002236.1.793681.794386",0,-1.21862885518797,0,-0.916282090321549,0
"CM002236.1.798218.798824",0,-1.38113665740044,0,-1.22682781914963,0
"CM002236.1.804396.805159",1.54037745614582,1.59535975363931,1.48921990539743,2.14585788794881,1.43980634070548
"CM002236.1.805925.806591",1.53638539099542,1.59648042966411,1.33247320309066,2.26035877916101,1.70535417250639
"CM002236.1.808581.811110",0,0,0,0,0
"CM002236.1.810665.812203",0,-0.819752292889634,0,0,0
"CM002236.1.815348.818956",0,-0.765033852068907,0,-1.04440367503758,0
"CM002236.1.819220.821372",0,0,0,0,0
"CM002236.1.821651.823194",0,-0.739797914095296,0,0,0
"CM002236.1.823209.826355",0,0,0,-0.664450674995905,0
"CM002236.1.826646.829000",0,-0.692684600264901,0,-0.792915349671894,0
"CM002236.1.829268.831784",0,0,0,-0.832718882144473,0
"CM002236.1.831802.834075",0,-0.811816065238762,0,-0.924212288484226,0
"CM002236.1.836278.837803",0,0,0,-0.735914498760512,0
"CM002236.1.837952.839866",0,0,0,-0.737573987054572,0
"CM002236.1.841865.843028",1.09117225543613,0,0,1.01643610594946,0
"CM002236.1.843474.847155",0,0,0,0,0
"CM002236.1.847425.847497",0,0,0,0,0
"CM002236.1.847804.849962",0,0,0,0,0
"CM002236.1.851717.853021",0,0,0,0,0
"CM002236.1.853663.855156",0,0,0,0,0
"CM002236.1.855454.858451",0,0,0,0,0
"CM002236.1.858635.860920",0,-0.867937854378827,0,-1.17112921559707,0
"CM002236.1.860999.863156",-0.832832580904954,-1.1272066095212,0,-1.36263391209841,0
"CM002236.1.863463.872329",0,0,0,0,0
