"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002237.1.55203.56203",3.1794269848806,3.2595083785537,3.31167644265121,0,0,2.50297223072157
"CM002237.1.69444.70444",1.74155414075162,1.92737664125858,2.09456581900986,-0.798594410115515,0,0
"CM002237.1.74342.75342",2.69959381281784,3.12088221857518,2.9628649708901,0,0,0
"CM002237.1.75400.76400",2.10629652772153,2.62395102749472,2.53024596408419,-0.904143761177647,0,0
"CM002237.1.75424.76424",2.12272130272507,2.62512791008626,2.50400365861419,-0.913142402501024,0,0
"CM002237.1.106019.107019",3.24036410197566,3.37111820145543,3.60697037467964,0,0,1.3134242338294
"CM002237.1.148334.149334",2.40308477021652,2.17345746570118,2.08488315978864,0,0,0
"CM002237.1.561860.562860",1.77215520738484,0,0,3.95449118636026,0,-0.980020114411368
"CM002237.1.563402.564402",2.62266050789416,0.836058665548356,0,4.75079908170693,0,0
"CM002237.1.567505.568505",2.70971806828421,1.03577114233167,0.812372561025159,4.87498129513551,0,0
"CM002237.1.570312.571312",2.4004401411859,1.11064377375397,0,4.74956067168278,0,0
"CM002237.1.584152.585152",0.922971726568307,0,0,3.88292161778934,0,0
"CM002237.1.1678593.1679593",2.92477970672637,0,1.70717282688339,2.95388470433204,0,0
"CM002237.1.1679516.1680516",2.78989229143424,0,1.55709353244379,3.30685344248595,0,0
"CM002237.1.1684546.1685546",2.09096893514245,-0.839049375426695,0,2.01021627519055,0,-1.06121795832493
"CM002237.1.1684913.1685913",2.13530023622649,-0.80667285562584,0,2.14620716326849,0,-0.789791561408205
"CM002237.1.4046143.4047143",1.6935584246165,2.10746100978014,1.37232045802337,2.73372076536449,0,-1.1132160782308
"CM002237.1.4165274.4166274",1.79510014411089,2.20042760643087,2.15764833173407,4.10611218719785,0,0
"CM002237.1.4297462.4298462",1.54064192926445,0,0,0,0,2.12822469427244
"CM002237.1.4448862.4449862",3.55853665583033,3.44118131787669,3.27446028895101,0,0,1.81183802149876
"CM002237.1.4452364.4453364",3.2720429952407,3.39498499968776,3.37808546239367,-0.747121875163826,0,1.52276882922997
"CM002237.1.4465317.4466317",3.39105828610578,3.20718455928314,3.04202685773592,-0.7540741021254,0,2.34949348760531
"CM002237.1.4467612.4468612",2.55204695101026,2.58706622959276,2.40719781156621,-1.00574367207394,0,1.51227800677919
"CM002238.1.8256.9256",3.47826160342444,4.93050878204855,4.4348086182565,0,0,2.88629854897248
"CM002238.1.11870.12870",3.54902954285954,4.1127879455323,3.9313226516323,-0.97696020097137,0,2.31329400607746
"CM002238.1.28170.29170",2.44160746363234,2.04728387580066,1.8497197968046,-0.744962875190833,0,2.30031111769458
"CM002238.1.30599.31599",2.58868518450876,2.54198686328923,2.34948209872665,0,0,2.37359469266446
"CM002238.1.161404.162404",2.67290747648651,2.57017842379556,2.41211222008162,0,0,0
"CM002238.1.162882.163882",2.58174135614764,2.41372081949652,2.47230604125186,0,0,0
"CM002238.1.167007.168007",2.48751199129862,2.64441595025542,2.8194451582155,0,0,0
"CM002238.1.200169.201169",2.46166422739982,2.04152301503542,1.64288245709503,0,0,0.913262265474211
"CM002238.1.218438.219438",3.85818565044281,4.02622537358276,3.87750781584987,2.20677136442391,0,2.47203751575689
"CM002238.1.221618.222618",3.17400345547929,2.95932054463005,2.70488602451284,0,0,1.92682994824525
"CM002238.1.223109.224109",2.14531469489459,2.35424794602429,2.27865245934557,0,0,0
"CM002238.1.223365.224365",2.15396805578551,2.52672955660728,2.32319644451506,0,0,0
"CM002238.1.224708.225708",4.18195704434221,3.91190231728107,4.04573545074969,1.6940755885494,0,1.55962814226795
"CM002238.1.229458.230458",4.14376440340163,3.75530538280645,3.81791831326717,2.56160553750974,0,2.29422485042205
"CM002238.1.233968.234968",3.97374829007799,3.92393236566268,3.85026327681643,2.40126177795483,0,1.99901164354577
"CM002238.1.233920.234920",3.98061073050692,3.96194508452049,3.88546157371474,2.48017988078261,0,2.03607071748205
"CM002238.1.238377.239377",3.4273103254307,3.20380412010926,2.50188432925828,0,0,1.45212237950449
"CM002238.1.238407.239407",3.42879504387993,3.20381860780015,2.49286240577634,0,0,1.50399911166152
"CM002238.1.243748.244748",4.11631390952495,2.79876333885009,2.89230609738407,0,0,2.63658956778393
"CM002238.1.247405.248405",3.99661722276222,3.45884711562681,3.40311589489406,1.36903554753535,0,2.31642589424234
"CM002238.1.252198.253198",2.09205768949473,2.18718835276255,1.49026714429105,0,0,0
"CM002238.1.264422.265422",4.53154526403062,4.91983756233035,4.90140859040848,3.97701624306781,0,2.94890398043942
"CM002238.1.265739.266739",3.64945194119002,4.13429778002469,3.82175331438109,2.01339124938273,0,1.16664372477155
"CM002238.1.268061.269061",4.23454754984483,4.53878685654984,3.76840600672388,2.0223114818004,0,1.58119696450458
"CM002238.1.271106.272106",4.07846032478099,4.41047592142807,4.21097781545921,3.82982723436882,0,1.22058443901188
"CM002238.1.272674.273674",4.87409164390121,5.08981076757673,5.1313182494373,5.01801037789312,0,2.71937169273427
"CM002238.1.273858.274858",4.78707525412072,5.16152699827078,5.15789650531362,4.77113835372193,0,2.02516282345059
"CM002238.1.275772.276772",0,0,0,0,-1.43148295473926,-1.5243282277663
"CM002238.1.279201.280201",3.66815910487952,3.74553363859299,3.76945426791734,0.942951908776953,0,1.01905297426762
"CM002238.1.279999.280999",4.37911694704203,4.54693407477957,4.64492628578592,2.80211984340705,0,2.52832297531654
"CM002238.1.285185.286185",3.07784116874624,3.45874919721939,3.58726052203481,1.45782969683899,0,1.71577134191045
"CM002238.1.284489.285489",2.48169518883497,2.8397627946345,2.71684171904363,0,0,0.88783645705062
"CM002238.1.290825.291825",3.01105979992032,3.34891637707368,2.90809564439612,2.48275852648475,0,0
"CM002238.1.291002.292002",2.70199410510451,2.99634700304107,2.52758510578136,2.22313319737377,0,0
"CM002238.1.295350.296350",3.74617462197394,4.09442396027658,4.0051706631201,3.43079065526095,0,1.45790510452579
"CM002238.1.298561.299561",3.73349104197917,4.1214888472416,4.05952474075593,4.39616149753618,0,1.68998256221193
"CM002238.1.298935.299935",3.83041103010606,4.18964699238992,4.22933611459766,4.56038511107363,0,2.0451951041361
"CM002238.1.343583.344583",2.96031968665056,3.58123616015091,3.72043891482858,3.6837185376104,0,0
"CM002238.1.343837.344837",3.13074441622327,3.72824294964267,3.78015070339588,3.8586832469409,0,0
"CM002238.1.381226.382226",4.23664419346011,4.44234466135138,4.52319082980033,5.01525944947348,0,0
"CM002238.1.386039.387039",3.57542262255365,3.6425211946146,3.83427323945079,4.53950160309346,0,0
"CM002238.1.386020.387020",3.56523027972777,3.63572457577937,3.84951953185361,4.54016653856554,0,0
"CM002238.1.390336.391336",4.04360665428564,4.25516322550204,4.44484318603512,4.7754691105113,0,0
"CM002238.1.393053.394053",3.3316356694608,3.52121361642401,3.64859682041836,4.27175343753142,0,0
"CM002238.1.393403.394403",3.5989581040366,3.96771625401496,3.91897547007627,4.54592086202828,0,0
"CM002238.1.395310.396310",3.9890229189433,4.2254114656754,4.18171639053439,4.93392127414943,0,0
"CM002238.1.398176.399176",4.00394982415273,4.45628308080959,4.39852146296621,4.71944401328903,0,1.37797304689402
"CM002238.1.400170.401170",3.26524474876969,3.47075336384426,3.7423489039767,3.7140771581143,0,0
"CM002238.1.401180.402180",1.45686125038278,1.28342321375654,1.59711226521246,2.74100685475543,0,0
"CM002238.1.426575.427575",2.79751599346764,2.97626543096317,3.09526779567822,3.56692892224239,0,0
"CM002238.1.428547.429547",3.48462354808208,3.40314797963811,3.74009110142051,4.5626784700043,0,0.8633404061893
"CM002238.1.430124.431124",2.67921801543739,3.27170967193008,3.03535620545844,4.17848744123104,0,0
"CM002238.1.449458.450458",3.79422965882783,3.86628416751219,4.04548051846342,4.91422684291209,0,0
"CM002238.1.452595.453595",3.54369574728573,3.55755226461561,3.93244220059851,4.85068879102478,0,0
"CM002238.1.454278.455278",3.00313595032755,3.43992837278407,3.58768526778847,4.62860414999405,0,0
"CM002238.1.455457.456457",2.94444946842106,3.1004620454389,3.22796121112413,4.41028652912531,0,0
"CM002238.1.456978.457978",2.6592696617244,2.71804107121167,3.01047434250473,4.15634424734331,0,0
"CM002238.1.459470.460470",2.97118866581651,3.34210400990648,3.79264669533457,4.38591375333102,0,0
"CM002238.1.554278.555278",1.43306572115066,3.02606441612876,2.74137501397864,4.23349704888874,0,1.43032959053097
"CM002238.1.4575576.4576576",3.43032351698554,3.63374924141438,3.49988337517292,3.37953848727366,0,2.33843928912492
"CM002238.1.4605354.4606354",1.77505551517503,2.76256722430858,2.31117102348,2.50441369728376,0,2.65616023581655
"CM002238.1.4626922.4627922",3.28141444865355,3.03542986455262,2.94772715952032,3.74610881013354,0,3.40166046678125
"CM002238.1.4630534.4631534",3.51740255024276,3.27120927520534,2.76886240489872,3.57862933760188,0,3.05586172711164
"CM002238.1.4636013.4637013",3.70556666932347,3.38453190783518,3.31244376378457,3.30697548162795,0,2.91360849513087
"CM002238.1.4639296.4640296",3.53957816584624,2.814201798251,2.49212330194761,2.66133810836506,0,2.64769333541141
"CM002238.1.4639145.4640145",3.61185707757424,2.91624206834531,2.55672753534668,2.5931593345646,0,2.83410698726542
"CM002238.1.4645491.4646491",3.86519672020092,3.05815502700541,3.02918904334598,3.17442737402068,0,3.24886233904239
"CM002238.1.4647252.4648252",3.95990442527887,3.59984047696897,3.47377765498348,3.97627484027894,0,3.19832930899403
"CM002238.1.4649239.4650239",4.23267161382795,3.82508852012656,3.97992012148706,4.48001270599664,0,3.40553033622311
"CM002238.1.4652197.4653197",4.16016443062831,3.90739272823647,4.19971074780138,4.5786084131583,0,3.42289477131949
"CM002238.1.4654746.4655746",4.1419575601332,3.91267701679016,3.93247717922681,4.2735499850444,0,3.36183186639926
"CM002238.1.4656093.4657093",3.81533903607117,3.42020863314659,3.41929342292856,3.64284110970442,0,3.33400666536837
"CM002238.1.4658449.4659449",3.69822272097064,3.35480062253341,3.41042698425132,3.09740560405987,0,3.14314889904947
"CM002238.1.4672730.4673730",3.58744288516108,3.35768361441457,3.59462609767719,0.941404531676827,0,2.96125339451011
"CM002238.1.4676370.4677370",4.35943308919625,4.24966229938147,4.46111178543964,4.6360285764038,0,3.4944268391356
"CM002238.1.4677879.4678879",4.17666440018977,4.20281047845417,4.14830792300417,4.47226385266983,0,3.31107727948459
"CM002238.1.4679232.4680232",4.02319717926765,4.19680038595605,4.12020073821207,4.42245621399278,0,3.33270576285096
"CM002238.1.4684305.4685305",3.45615376856315,3.99161368077973,3.53569578634702,2.82949571294798,0,3.2174096994988
"CM002238.1.4723182.4724182",2.98218088954333,3.32811219106976,2.86920433455127,1.73575176009188,0,3.02822883840303
"CM002238.1.4726429.4727429",3.43122840421679,3.25821881155967,3.0899154754634,1.96511286604388,0,3.3323280002127
"CM002238.1.4725808.4726808",3.60815490569716,3.59199444499652,3.26489980931924,2.12391157517945,0,3.1855757632111
"CM002238.1.4731541.4732541",4.19229984984661,3.70368209802594,3.89635584575779,3.22831409006687,0,3.29740545932183
"CM002238.1.4734925.4735925",4.43889105096888,4.09347975113677,4.13956265420344,3.5947670622225,0,3.24120600916633
"CM002238.1.4742400.4743400",4.84254608482943,4.60101424612888,4.5075115266167,3.75861777031678,0,3.66101530776761
"CM002238.1.4742261.4743261",4.77691387340045,4.49454467884734,4.39745082126924,3.71242076919931,0,3.61044477961661
"CM002238.1.4745995.4746995",5.04827145564452,5.01563182184033,4.84094908382123,3.60471683678025,0,3.75410414801885
"CM002238.1.4749347.4750347",4.3242126446132,3.72337559283588,3.51667949850753,2.31990716271825,0,3.34451237740409
"CM002238.1.4751018.4752018",4.41177980761847,4.0664218786302,3.86911352265919,3.51916464821378,0,3.26623907231432
"CM002238.1.4753827.4754827",4.41129470049165,3.86029836354416,3.90526589166886,3.52868090403989,0,3.35391847741905
"CM002238.1.4756558.4757558",4.09026205087191,3.52127701964454,3.48838562861061,2.72055809382963,0,3.05133402049856
"CM002238.1.4758636.4759636",4.20426015171737,3.39180288954489,3.29373550790325,2.53387331122493,0,3.30669422330486
"CM002238.1.4764324.4765324",4.62258805338985,3.52783972960712,3.45230993790117,2.8092757754721,0,3.61017133344038
"CM002238.1.4766164.4767164",4.41393513074055,3.60007459143227,3.49603970345989,3.24075672658312,0,3.58670707434405
"CM002238.1.4769023.4770023",4.20660857653573,3.83208704173557,3.96338144894595,3.94224204061005,0,3.29244164212454
"CM002238.1.4768936.4769936",4.20950035072766,3.82783477073531,3.96058882608272,3.82484751214753,0,3.31318880388343
"CM002238.1.4772442.4773442",4.38157326389386,4.28458031486827,4.1899014663447,4.05182772985222,0,3.46612948093946
"CM002238.1.4772153.4773153",4.46831487877647,4.23356680644918,4.21422192625121,4.11502805294959,0,3.53911078967692
"CM002238.1.4774945.4775945",3.6578235354975,3.83656718114572,3.52811301213029,3.11173488526939,0,3.13531264706921
"CM002238.1.4777022.4778022",3.89676725602034,4.03511186133195,3.63476041749413,3.11577909584531,0,3.15215151414196
"CM002238.1.4779590.4780590",4.49029377737403,4.29794506258697,4.32832369294875,4.50308746703,0,3.47348496009453
"CM002238.1.4781347.4782347",4.51439455509308,4.16644776348284,4.082117804523,4.22916767893993,0,3.59122676986073
"CM002238.1.4787613.4788613",4.46915037694489,3.91969921177768,3.82514225876994,3.47932971852326,0,3.23814156136787
"CM002238.1.4787657.4788657",4.47472219776037,3.94420122781652,3.82212731933519,3.49424212493651,0,3.20248785169791
"CM002238.1.4790187.4791187",4.90630253118581,4.65481041642979,4.72114315637706,4.6002052331961,0,3.74552700666321
"CM002238.1.4792371.4793371",4.66845342928513,4.68309810227089,4.52587512717276,4.53671074725124,0,3.39393356529144
"CM002238.1.4793103.4794103",4.63473482927578,4.80092148543901,4.44318076827289,4.47526562308694,0,3.77475700182274
"CM002238.1.4795815.4796815",4.30650175678689,4.4949533777571,4.3514457792759,2.82955900179859,0,3.25451737464559
"CM002238.1.4796219.4797219",4.27006846779327,4.39171394294062,4.26220089961596,2.75756759352904,0,3.32515375386475
"CM002238.1.4799160.4800160",4.61095280907993,4.22478027192441,4.42892414001686,4.1164653586363,0,3.50357480851401
"CM002238.1.4804759.4805759",4.57417327863168,4.20505177267819,4.10568137387869,4.3184082998185,0,3.50059359592092
"CM002238.1.4806035.4807035",4.36659491291106,3.81556954398735,3.66980100388757,3.6004101066616,0,3.13773677918887
"CM002238.1.4808122.4809122",4.77716233764006,4.32883882218776,4.22165769950303,4.13020780414457,0,3.74663215035374
"CM002238.1.4810605.4811605",4.3633026906403,4.04066739895118,4.08043248764166,4.25575930119308,0,3.25716257689729
"CM002238.1.4814060.4815060",4.57966917363485,4.33482806292964,4.44567468823182,4.7363389245458,0,3.33011715451154
"CM002238.1.4817972.4818972",3.98785665015313,4.19329848183693,3.99502536530386,4.06982324327598,0,3.16665502366963
"CM002238.1.4819892.4820892",4.35366730451129,3.98571947948441,3.8606204270538,4.10364637007821,0,3.03465729427971
"CM002238.1.4822695.4823695",4.24159761321524,3.97108303685507,3.9994611100735,4.23800128266992,0,3.19378448536857
"CM002238.1.4825846.4826846",4.65119356169648,4.33353575362935,4.35392578345475,4.66538133610423,0,3.47953268749835
"CM002238.1.4827377.4828377",4.58001065436362,4.91421751891433,4.61311924962231,5.10292274190376,0,3.2095355136711
"CM002238.1.4856481.4857481",3.58758159860439,4.43282774216691,3.76816977698609,4.09805426432719,0,2.35339119737039
"CM002238.1.4859825.4860825",4.39739673685943,4.2275034655283,4.42090247055373,4.5070273811774,0,3.41908496073473
"CM002238.1.4861381.4862381",4.46928690359888,4.57441971335234,4.40623640840459,4.52864597616991,0,2.99465380896293
"CM002238.1.4862238.4863238",4.06291563508564,4.14677240057492,4.18362058068583,4.196242947297,0,2.72944293588471
"CM002238.1.4861926.4862926",4.17578699430722,4.23465393372294,4.20656000758577,4.23262800022115,0,2.7545854646654
"CM002238.1.4869940.4870940",3.68609893688103,3.59593969064668,3.3517723393976,3.47736595849956,0,2.34975523938444
"CM002238.1.4869399.4870399",3.65324944775655,3.58997430683916,3.4692453102195,3.60067806752365,0,2.82445405440281
"CM002238.1.4872943.4873943",2.22386878319404,2.15677530720795,1.56844132569908,1.92144515395186,0,0
"CM002238.1.4872985.4873985",2.25291795320734,2.20338176743411,1.56115642446859,1.96436560467661,0,0
"CM002238.1.4875326.4876326",3.41164045570735,3.17568780545974,2.65266574771061,2.77658988685636,0,2.05204125838113
"CM002238.1.4926312.4927312",2.03757368492689,1.48257399299521,0.99030621276478,1.1358245178708,0,3.11541230769552
"CM002238.1.4962886.4963886",0.867418478890705,0,0,0,0,2.13339271216912
"CM002238.1.4965894.4966894",1.82158543437754,0,0,0,0,2.92100263851273
"CM002238.1.4968477.4969477",2.37194841588835,0.950556586445826,0,0.772390467215861,0,2.87420092791329
"CM002238.1.4968294.4969294",2.28824656528296,0.897886063286265,0,0.727425556189092,0,2.78730114586353
"CM002238.1.4982364.4983364",1.32077228918567,0,0,0,0,2.49112187184785
"CM002238.1.4984971.4985971",0.730022137773726,0,0,0,0,1.8807260349462
"CM002238.1.4986875.4987875",1.21990145739464,1.25637326034497,0.684253165481256,0,0,1.42604856874444
"CM002238.1.4990567.4991567",2.89858040297676,1.91417527632421,1.78980330442979,0.669837682457978,0,2.51955321934299
"CM002238.1.4992940.4993940",3.92359969468036,3.66493974050377,3.72162270251625,2.85280357370401,0,3.25411829513799
"CM002238.1.5017866.5018866",3.73085387786891,3.47437690776938,3.42477566853126,3.42548174749627,0,2.85969213888741
"CM002238.1.5019830.5020830",4.00834495995864,3.80256591151074,3.63022859446822,3.87083926928838,0,3.18561913331987
"CM002238.1.5026908.5027908",4.09610303268631,3.67910777546812,3.45518946574736,3.58511648542233,0,2.77164255009574
"CM002238.1.5031261.5032261",3.15318479786937,2.70305077979094,2.93067618178677,2.4084297473547,0,2.86528500196119
"CM002238.1.5052624.5053624",0.781731901631721,0,0,-1.08120752190562,0,0
"CM002238.1.5057244.5058244",3.74385915283397,3.58433488238224,3.06053360068314,1.38073188768471,0,2.09232251630708
"CM002238.1.5057174.5058174",3.77275457137165,3.56610940983333,2.99107220456538,1.3376260388429,0,2.19733810855964
"CM002238.1.5061738.5062738",3.88175491314399,4.68093757582535,3.9757824383791,2.55081610124469,0,1.87433846261258
"CM002238.1.5089231.5090231",3.79981528623348,4.04274599119772,3.88974429343478,3.19898893181861,0,2.96589624975609
"CM002238.1.5094174.5095174",4.16792833965313,4.29927701522717,4.328939596396,4.35368569650718,0,2.47713327813251
"CM002238.1.5116931.5117931",2.29008550166323,2.97346284370057,2.86186281704062,0,0,-0.801400171390639
"CM002238.1.5118160.5119160",3.04730421225632,3.72384228335283,3.6502827224612,1.15497054976324,0,0
"CM002238.1.5131035.5132035",2.50509746116882,3.02472454004464,2.66636751865919,0,0,1.36039496622433
"CM002238.1.5144732.5145732",2.27023537179212,2.96455098417066,2.87430998441418,0,0,1.97496449202062
"CM002238.1.5204041.5205041",1.7934738167817,2.89476039695569,2.37512836221672,-0.728476490102098,0,0.922956991001958
"CM002238.1.5224993.5225993",2.25673170545225,2.35059600142284,2.67493830741704,0,0,1.12557087789469
"CM002238.1.5227600.5228600",3.86638197797127,3.97743611032133,4.15176287044961,0,0,1.56780387939412
"CM002238.1.5229513.5230513",3.24533779092218,3.49317458952063,3.34192650081509,0,0,2.29007268020848
"CM002238.1.5230922.5231922",1.02734377965893,1.56777149930902,1.15758431113194,-1.09755983401853,0,0
"CM002238.1.5248821.5249821",4.37051473641079,4.60956219375334,4.32354992407642,0,0,2.92915828519295
"CM002238.1.5251830.5252830",4.64877292648192,4.19963601566375,4.14269075798573,-0.817897929212606,0,2.6054520568367
"CM002238.1.5254295.5255295",4.16417419128714,3.65009965380354,3.7634090409646,-1.1225107919806,0,2.40526151183778
"CM002238.1.5258478.5259478",3.43218105532205,4.13511896926606,3.91798273906667,0,0,1.95491416223957
"CM002238.1.5260375.5261375",4.30549925876137,4.51985388207587,4.51659215628,0,0,3.03161066218286
"CM002238.1.5260767.5261767",4.74759441992377,4.85715285106971,4.91088043125755,0,0,3.27327183459951
"CM002238.1.5264628.5265628",3.47672102600311,2.77699617482746,2.27668872974186,-1.15882570796355,0,0
"CM002238.1.5269619.5270619",4.37717275365887,4.05634342425632,2.84049997272956,-1.79746438992055,0,1.02997264109641
"CM002238.1.5270939.5271939",4.03621145993359,4.19560279428299,2.71827666234414,-1.91751705992116,-1.47403358213075,2.42775247835744
"CM002238.1.5271184.5272184",4.2425833333914,4.45671894916956,3.15526275457942,-1.73442979024512,-1.21820737244281,2.77430046151726
"CM002239.1.666.1666",5.27506648925043,5.9604882296389,5.57549651081454,3.97366685538395,0,3.7099267594953
"CM002239.1.5883.6883",5.10606646476403,5.19488687891727,4.99751478408291,2.34283433797078,0,3.08680588712721
"CM002239.1.5445.6445",4.96302210390606,5.04574133923247,4.8261197572454,2.07366319583604,0,2.98374082480729
"CM002239.1.19545.20545",2.43499877685913,2.51681347716116,2.31100092056915,-0.857507463927857,0,0
"CM002239.1.10074.11074",4.30835281079236,4.14365873062797,3.80638962122088,0,0,2.68169197326572
"CM002239.1.21754.22754",3.80271133925936,3.77658429567743,3.57278397359234,0,0,2.20029301295203
"CM002239.1.24429.25429",4.20008251151289,4.4670174296763,3.58471059954071,0,0,1.54877974901012
"CM002239.1.28177.29177",3.14155486874848,3.67796207281119,3.47909071042294,0,0,2.24594014699586
"CM002239.1.30867.31867",1.12389156965954,1.90985628200961,1.4463483636769,-1.35502535307291,0,0.924545055862333
"CM002239.1.54578.55578",2.46725284990527,2.34588276699156,2.71598756345905,0,0,2.72064421148907
"CM002239.1.67361.68361",3.06389338586332,3.2239685586959,2.99713196501912,0,0,3.02938499751066
"CM002239.1.71006.72006",2.57821264141585,2.60500801643261,1.99077114653667,0,0,2.4970113271585
