"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NCU10129",613.51168009609,1.80249546186213,0.128429696663774,14.034880628746,9.53568577649733e-45,4.63367243511202e-43
"NCU09901",395.68789825606,0.692894855681995,0.147107747265924,4.71011804993153,2.4757335190519e-06,7.45108718619106e-06
"NCU09903",1100.46746425567,0.959914212969254,0.166463377832805,5.76651889122055,8.09256422599339e-09,3.21112417174215e-08
"NCU11134",5.28580085594631,2.72000142641172,1.00440075835057,2.70808380399722,0.00676729318027714,0.0121838996561683
"NCU09904",1589.39947879145,-2.48014105321858,0.370166799951703,-6.70006346744811,2.08329037563406e-11,1.0813428841858e-10
"NCU09906",6111.22775108458,-2.51568665648039,0.424876237430302,-5.92098694833004,3.20015259686045e-09,1.33270782134542e-08
"NCU09907",42.516481755984,7.8057311556111,0.580038338210736,13.4572676345665,2.79045431613169e-41,1.18870895317152e-39
"NCU09908",2.15305491961471,4.71473208611623,1.94288399756429,2.4266667963846,0.0152382438887206,0.0256356677807809
"NCU09909",2177.54130715499,2.77904003679311,0.342233295659263,8.12030878363161,4.64999066756384e-16,3.69174135922351e-15
"NCU09910",524.185128109222,0.333565032625747,0.103810984564897,3.21319592549688,0.00131266711186463,0.00268588467450931
"NCU09911",4718.10490687219,2.22134972220782,0.206878069626269,10.7374828381797,6.78696320263505e-27,1.19762653593943e-25
"NCU09912",736.250816173298,1.25214769362059,0.0762520055750939,16.4211771766116,1.34923508492552e-60,1.24258126392665e-58
"NCU09913",295.913430583541,1.34736223666681,0.176849380630545,7.61869921094936,2.56244791421173e-14,1.74008927882215e-13
"NCU09914",124.089714591075,0.612660585143012,0.243646435199539,2.51454770779331,0.0119185175934745,0.0204565255819841
"NCU10501",13.9690308529221,3.72153229334329,0.509482466528154,7.30453457741835,2.78228116615945e-13,1.70823230963568e-12
"NCU08049",389.827990502616,1.66125083820413,0.0947737684479525,17.5285932532739,8.66877337418974e-69,1.08866283803136e-66
"NCU08050",230.464927362148,1.38721695507701,0.162006695591737,8.56271372001099,1.10241428696867e-17,9.9073849024043e-17
"NCU08051",472.169228314121,-0.291590189366262,0.152872075083559,-1.907413039346,0.0564671221751156,0.0848270662278756
"NCU16303",217.498328263963,-0.399052649551213,0.174976106979258,-2.28061223009446,0.0225714029519038,0.0369003324674403
"NCU08052",5564.58776410605,-3.03113572947536,0.509268362735331,-5.95194194509713,2.64979374332749e-09,1.11406545643377e-08
"NCU08053",1402.78620984491,-0.320705319848721,0.126346040859811,-2.53830921543923,0.0111389517822752,0.0192345828097502
"gh3-2",2299.35632164913,-0.704111492913924,0.102941565407155,-6.83991437403362,7.92405292868288e-12,4.27598168640421e-11
"NCU08055",11756.8253700156,-2.55053937621175,0.213758709828777,-11.9318617625207,8.07471164521835e-33,2.07666121301227e-31
"NCU08056",572.739968717216,0.459019121152017,0.177133814311097,2.591369259095,0.00955948570867724,0.0167464178990777
"NCU08057",1236.64298356016,0.955102461770378,0.190425688406479,5.01561774444859,5.28633382954888e-07,1.71885837699185e-06
"NCU08058",83.882008295303,0.945117324540121,0.198669108637933,4.75724349406814,1.96254391436527e-06,5.98102730914345e-06
"NCU08059",0.299768823033065,-2.98736353325289,3.62510795690296,-0.824075743058721,0.409896521992534,0.483790963953106
"NCU08060",100.01533334378,-0.928387182571984,0.174254635718191,-5.32776174789056,9.94304309348874e-08,3.49633551687404e-07
"NCU08062",111.877705806163,-0.883789544421479,0.184759949444754,-4.78344764153416,1.72313791642672e-06,5.28975988947506e-06
"NCU08063",953.470400642253,-0.629980589253856,0.09135816426293,-6.89572294207624,5.35915538193682e-12,2.94281842949058e-11
"NCU08064",2136.87487231747,-0.168366926519583,0.123610750265285,-1.36207349407916,0.173174692326973,0.230788213175555
"NCU08065",395.142008488105,0.16739455570158,0.0924211235976178,1.81121532811461,0.0701075263929394,0.103297239100979
"NCU08066",2864.96135194523,0.29545918309931,0.0997359257504159,2.96241480566072,0.0030523626597243,0.00586689463715643
"ro-10",309.371051047149,0.220661082259368,0.107195180233226,2.05849816922061,0.0395423368316421,0.0616335262994809
"NCU08067",1398.64176057304,-0.481998286396282,0.0717672337163576,-6.71613299603077,1.86610485415359e-11,9.75418050792715e-11
"NCU08068",176.923481542057,-0.628999213416645,0.146264347319322,-4.30042744486066,1.70468978559864e-05,4.61617200412737e-05
"NCU08069",208.55373390461,-0.681074876843501,0.158521236781567,-4.29642671651611,1.73573313247724e-05,4.69497605344194e-05
"NCU08070",2249.60693828178,-1.20671713646228,0.113509876000004,-10.6309440110941,2.1393589819538e-26,3.63578231203748e-25
"cyt-21",1024.3858239467,0.448907705824829,0.0877181093820506,5.1176172056974,3.09419783739453e-07,1.02997910800706e-06
"NCU08072",2408.40768701847,0.124954604956379,0.0930499710373446,1.34287634443465,0.1793120173786,0.237911995763611
"NCU08073",54.2898617897046,2.80905931770133,0.239691833148656,11.7194619474547,1.01313409916875e-31,2.46155948215121e-30
"NCU08074",8.38573309817783,3.69898590306459,0.958789346831365,3.85797559733962,0.000114330059539755,0.00027452466936207
"NCU08075",9.34828767942419,2.65115592340134,0.693033932794672,3.82543451041497,0.000130541634986547,0.000310691019030252
"NCU08076",398.077256090697,-1.33392948570219,0.185516253078877,-7.19036452905846,6.46185644024778e-13,3.85004015879212e-12
"NCU08077",77.6901407855578,5.12336054338851,0.452150320465054,11.3311001043169,9.20413717928249e-30,1.95184224832591e-28
"NCU08078",50.4269946329732,9.97766041543325,1.05692516683154,9.44027139153513,3.71815111693742e-21,4.37402935532663e-20
