"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002236.1.113401.113700",2.29914125269094,2.14604674995394,0.514268948060952,1.44492998629563,3.89135194612568
"CM002236.1.116701.117000",-0.327713744693338,-0.507980436572082,0.127402706000459,-0.0921829005558832,-1.09221526214797
"CM002236.1.122101.122400",0.864788153991314,0.76466404070702,0.890894033424907,-0.34187779532195,1.60236277771582
"CM002236.1.129301.129600",0.814125938921425,1.06524788800998,1.83037161838381,0.652381218387215,-0.454936177666261
"CM002236.1.131401.131700",0.413785028913637,0.369938228876802,0.553849286008235,0.968625434300966,1.50292211346102
"CM002236.1.135601.135900",-0.11639069454058,-0.545107764759387,-0.891368541427594,0.564706719680155,-1.71885278671832
"CM002236.1.146101.146400",-0.0791169359698965,-0.351105581097745,0.117312625306661,0.510370821478321,-1.12894292523372
"CM002236.1.159601.159900",0.471524791526425,0.698253819358345,0.752240919214162,0.680894355359898,1.58653696035976
"CM002236.1.167401.167700",1.94119737538266,2.3329457080543,1.81833644006553,0.632009306864741,2.54125208313572
"CM002236.1.170401.170700",0.658475715327644,0.358590824280716,-0.0516400325723185,-1.14250098777256,2.79630744734367
"CM002236.1.174901.175200",-0.111792131792248,0.0753291962467986,-0.114369410341701,-0.750220672395355,1.48328392381906
"CM002236.1.175201.175500",-0.265581315168161,0.114029514276716,-0.203163149600124,0.106049105746775,1.37519118862742
"CM002236.1.180001.180300",-0.252893127740485,-0.56960977300986,-0.643310145630294,0.143036568421477,-1.7741620580395
"CM002236.1.180301.180600",-0.16051338705481,-0.083176220644684,-0.527752434837182,0.176511691224451,-1.66983136713835
"CM002236.1.180601.180900",-0.694787937131713,-0.854878444529406,-1.66292122277844,-0.245117406618926,-1.01503582195518
"CM002236.1.180901.181200",-0.60961939456392,-0.876469216349367,-1.32824732092862,0.025064136904905,-1.74490662162089
"CM002236.1.181201.181500",-0.136540136138945,-0.310687424758284,-0.259806506912057,-0.138037950569126,-2.13712797158277
"CM002236.1.181501.181800",-0.452478532385999,-0.531959146494299,-0.0695469771000243,0.0398204236409064,-1.85698364971798
"CM002236.1.181801.182100",-0.440197032807241,-0.738844317607662,-0.596172464995598,-0.0719434211054174,-1.43848591366938
"CM002236.1.182101.182400",-1.07954537177047,-0.493819711705408,-0.9923703706647,0.000887944772601151,-1.69095347138281
"CM002236.1.182401.182700",0.118609337161094,-0.116167916047059,-0.491565212710728,0.60288329526353,-2.14236719930394
"CM002236.1.182701.183000",-0.18096833750879,-0.348104744266347,-0.622450338617258,0.202694293226481,-1.72344449093849
"CM002236.1.183001.183300",-0.394852842760567,-0.599876720327707,-0.494376347094838,0.152011931024761,-2.10119946052442
"CM002236.1.183301.183600",-0.61963110579427,-0.122768373545494,-0.353683711234339,0.3112345268471,-1.96661342813355
"CM002236.1.183601.183900",-0.56872345566604,-0.330640979562297,-0.283647845457163,0.242230355143568,-1.44288386487761
"CM002236.1.183901.184200",-0.243473242949113,-0.256975362280791,-0.395919051480407,0.396166749312785,-1.93247397742422
"CM002236.1.184201.184500",-0.411519957353565,-0.376242206223056,-0.200447255779246,0.4053058214501,-1.69533645594277
"CM002236.1.184501.184800",-0.354148039021876,-0.397123065457535,-0.779088956095069,0.152593342298951,-1.57757031283024
"CM002236.1.184801.185100",-0.640694640444058,-0.4957666112818,-0.656683267867275,0.304144971183386,-1.76620243849885
"CM002236.1.185101.185400",-0.874175194233981,-1.38526911138074,-1.23373183087855,-0.284124707399245,-1.8644481445412
"CM002236.1.186601.186900",-0.438440901592557,-0.936277390993588,-1.17338283184646,-0.128552206891439,-1.43234172346237
"CM002236.1.186901.187200",-0.701058003245657,-0.496386891098632,-1.16483984727814,0.0370907800050787,-1.62075592519661
