"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002238.1.241500.243748",-2.25204571631066,-2.49512377660054,-1.86388893676426,-1.84833869424276,-1.53756912161736
"CM002238.1.245252.247405",-2.0983286569551,-2.43254511904221,-1.77813509922559,-2.06436864120862,-1.83427355808339
"CM002238.1.250618.252198",-2.23153314610708,-2.0198154366984,-1.67227444224181,-1.40704199318855,-1.74834102260538
"CM002238.1.263454.264422",-2.22615502201337,-2.27316560726706,-1.78309180285246,-1.83963718754902,-1.90732358026537
"CM002238.1.266739.267175",-2.62390626207649,-2.03822840345231,-2.05745774901989,-2.18711808419509,-2.04531118791888
"CM002238.1.269061.271142",-2.32567333986758,-2.5863364504952,-1.78493451791722,0,0
"CM002238.1.272106.273360",-2.03392229131038,-1.98747535958808,-1.70471504481028,-1.8376883577284,-1.62088580244893
"CM002238.1.273674.274366",-2.25388607417072,-2.05215730596311,-1.52706352067529,-1.95813117165617,-1.59567296294799
"CM002238.1.274858.275686",-2.38284109891858,-1.98215717705826,-1.5941531681112,-1.79981324602879,-1.87102528881178
"CM002238.1.276772.277640",1.82001916807812,1.50194201151425,2.02816392994728,2.18069714082035,2.4061325824523
"CM002238.1.277683.279201",1.04891424432026,1.16303185890871,1.24795356804679,1.33914118571594,1.88493247769107
"CM002238.1.280999.282805",-2.14742745974129,-2.06880512432656,-1.60389112576198,-2.04607727965472,-1.41344310027703
"CM002238.1.282888.285185",-2.23180672969254,-1.92991205619481,-1.78070388502852,-1.72729383861177,-1.07221226984309
"CM002238.1.285489.287797",-2.47628576674716,-2.19816111275593,-1.96409189474996,-2.25831777403751,-1.85170758194127
"CM002238.1.287850.290825",-2.16108429240933,-2.37685897667822,-1.56434468230083,-2.04199300069197,-1.09229021258988
"CM002238.1.292002.295031",-2.37179154453811,-2.41870737468826,-2.0056688751271,-2.31503406303685,-2.10644676963378
"CM002238.1.295247.295350",-2.66385001656712,-2.41312147446292,-2.17301550120457,-2.61875455551964,-2.20623051642359
"CM002238.1.296326.298561",-2.19124066610923,-2.32689487347271,-1.91273464701587,-1.96078685269831,-1.52257885010371
"CM002238.1.299935.301267",-2.0059267938608,-2.54772207102136,-1.69424961559001,-2.09723954265138,-1.70855488264641
"CM002238.1.341948.343583",-1.91127127806189,-1.90513361554265,-1.58907023095418,-1.83285849664256,-1.19492274657112
"CM002238.1.344837.345608",-2.08149435864888,-1.69363066679144,-1.66608442210024,-1.80706682173141,-1.35926145097141
"CM002238.1.382226.382889",-1.86611778897035,-2.01796294231812,-1.37325542773991,-1.88315377325236,-1.25108552742901
"CM002238.1.384221.386039",-2.23939203469779,-2.0708972552484,-1.80987843271508,-1.78703795019934,-1.53865863690879
"CM002238.1.387020.387656",-1.62406752348951,-2.05078385485709,-1.70525675991295,-1.95369100226438,-1.10789927904093
"CM002238.1.388932.390336",-2.37682544962913,-2.28683355034078,-1.6864221636694,-1.98454002857634,-1.65628366627312
"CM002238.1.391093.393053",-1.91768435361132,-2.08119848023013,-1.66438669496928,-2.17129223669103,-1.23367760748204
"CM002238.1.394403.394979",-1.94604951453872,-1.98867983958484,-1.41519972007368,-1.90310261172406,-1.71888416972867
"CM002238.1.396310.397505",-2.04621526865406,-2.53081031508209,-1.89111382501687,-2.23782596428128,-1.73328285400856
