"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002238.1.238201.238500",-0.47241658867968,-0.687270757103656,-2.51618888058777,-4.42525343565892,-1.57321757304427
"CM002238.1.238501.238800",-0.496950868489763,-1.56882001498785,-3.28581924320599,-4.06475916560564,-1.72217862588109
"CM002238.1.239101.239400",-0.350247478893447,-1.30874226409243,-3.28434641420851,-3.85728921458382,-1.3152594887985
"CM002238.1.239401.239700",-0.142415510750386,-0.484135927825323,-3.09221201183124,-4.35660109888776,-1.04546127018223
"CM002238.1.243601.243900",-1.03859698437777,-0.999309024323987,-3.36299912726098,-3.47416080833602,-0.857829600141865
"CM002238.1.243901.244200",-1.62264017794137,-1.43923882895209,-3.9165185552796,-3.01255532016012,-0.99618983534995
"CM002238.1.247201.247500",-0.618607947775047,-0.89950392650143,-2.83888093741452,-3.50628388570727,-0.790686766945743
"CM002238.1.247501.247800",-0.790850995842443,-0.867672436184005,-2.33963683476175,-3.26650361444205,-1.29151441423371
"CM002238.1.252001.252300",-0.0667836000510088,-0.629817551323181,-3.37886113870338,-2.77111106606212,-1.30392465417359
"CM002238.1.252301.252600",0.163020157114575,-0.689080581426676,-2.71931738999274,-2.62054090075721,-2.1174746489717
"CM002238.1.264301.264600",0.055549442463109,0.304062589993461,-0.316609648966755,-3.71347953688706,-0.952174845160164
"CM002238.1.264601.264900",0.300016967187088,0.364989002961844,-0.282438776891254,-3.82383564987459,-1.30625012236664
"CM002238.1.266401.266700",0.293889223719269,-0.0106767631957336,-2.03523980886478,-3.24510296896505,-1.85390835194405
"CM002238.1.266701.267000",1.05924715155928,0.508806234704967,-1.61418865488385,-1.9204769829467,-0.79809655736583
"CM002238.1.268801.269100",0.392137677145439,-0.578781946268677,-2.1651448879066,-4.60282361732947,-2.58426018615322
"CM002238.1.271801.272100",0.457305958911416,0.241968852279003,-0.259577887761226,-4.25538766201201,-2.59473195317376
"CM002238.1.272101.272400",0.0484706672695098,0.140932537976842,-0.0966758676771656,-4.65743069560998,-2.26228708636373
"CM002238.1.273301.273600",0.0853770770197211,0.331441143040124,-0.0363954968315225,-4.14169806592525,-1.87831460761796
"CM002238.1.273601.273900",0.316079182471567,0.448643412374845,0.202859435341209,-4.3231907787075,-2.15701467126775
"CM002238.1.274501.274800",0.356474651744541,0.511327418012537,-0.174890011282657,-4.17903601114438,-2.80913068834823
"CM002238.1.274801.275100",0.71265183170257,0.757051285306695,-0.260823114128152,-3.83133350350935,-2.92520539557296
"CM002238.1.276601.276900",0.0252699986988882,0.0706432600788605,-0.547196178109547,-1.59686400831086,-0.95604364873316
"CM002238.1.279001.279300",-0.0639220340367202,-0.181590746385452,-3.50322968095657,-3.69229436035379,-3.0379376133176
