"order_idx","gene","cluster","K27_cac1","K27_cac2","K27_set7","K36_cac1","K36_cac2","K36_set7","RNA_cac-1","RNA_cac-2","RNA_set-7"
1,"NCU05096","K36 lost",4.50239287491051,4.60678794293491,0.715711495321282,-0.642667701146709,-0.413151670805965,1.2306655945382,0.591957870845438,0.650655735293699,1.8877999897878
2,"NCU09640","K36 lost",4.64539448308484,4.27952521976031,0.350550703137244,0.417030040556681,0.184898611304132,-0.142768600677257,0,0,0
3,"NCU16718","K36 lost",4.89167528911238,3.90962233436111,-0.87755559512706,-2.3824226749716,-1.81800901776529,-3.60644986793481,2.63468448131808,-0.400841959687389,-0.400841959687389
4,"NCU05098","K36 lost",4.39111415760406,4.38570404656115,0.340261300772486,0.025825266095757,-0.167105000627859,0.791612572376548,-0.311906867965988,-0.300573248739355,2.29311321673896
5,"NCU08254","K36 lost",4.17280698597294,4.09588089838483,0.605165409638256,0.885096889588307,0.528449946803258,1.70660835669905,0.277376327631427,-0.1733787966216,-0.549857138180929
6,"NCU05086","K36 lost",4.03466652822047,3.83987295598975,0.140855729070673,-0.201594261886774,-0.210834344811452,0.477344279538653,1.48242068579111,0.579949344898454,1.20299606720362
7,"NCU07149","K36 lost",3.9421599865469,3.89797610509844,0.437840594514212,0.0220491152956282,-0.17569601231083,0.623271584767276,1.12145779327931,0.0119335546783851,0.920223414548303
8,"NCU08244","K36 lost",3.60664124968635,3.56521642941157,0.990182913260945,0.873363834163197,0.565389879729519,1.96216530170911,2.16782437132838,-0.253480705256307,-0.433679887002596
9,"NCU17143","K36 lost",3.49584530673047,3.4965435732299,0.170036011969008,-0.28876453931528,-0.276550955718202,0.274252865298344,-0.775166344529758,0.966433837367609,-0.775166344529758
10,"NCU08243","K36 lost",3.55007561813467,3.40471380668063,0.798980485818487,0.851431050766065,0.445015151828749,1.48410513441905,1.43980990250085,-0.58880370523547,1.25040407546239
11,"NCU05173","K36 lost",3.55784692464328,3.37874817162675,0.279398683291628,-0.0196298069449408,-0.287401620414153,-0.152374174326547,-0.309399272973284,0.0405580046380565,1.44420270698877
12,"NCU05097","K36 lost",3.17398792423709,3.22009725354712,-0.0896944240368334,-0.82937160308708,-0.88493788589125,-0.822745191648794,-0.209571443770177,0.157635768074302,1.83415056802412
13,"NCU07640","K36 lost",3.09195386262028,3.18903269519845,0.614369501401963,0.283842772205457,0.0276708606238948,1.06264414842514,-0.0967283494949357,0.0500355148507492,-0.135865063728553
14,"NCU09171","K36 lost",2.93706079919126,2.99629321284766,0.730181720497326,-0.0156667590891905,-0.463600988718387,1.24660513248898,1.61491539185779,0.912496584221729,0.714376053708305
15,"NCU09907","K36 lost",3.02373731597588,2.88316887167482,0.423616601031481,-0.0903886651864825,-0.446434163919529,0.731213151695681,0.0361772742627386,0.78255486779923,0.24315601168913
16,"NCU07638","K36 lost",2.65649157833717,2.97437862071704,0.397244649798681,0.0410034390675085,-0.109954852446266,1.01071871877974,0.218917423080047,-0.339665015667921,-0.295225437154885
17,"NCU16720","K36 lost",3.18135203434166,2.40044030691983,-0.326734859104782,-0.767287667090305,-0.838845864999082,-1.58372465263922,0.935735999936035,0.545202706076795,1.32682026870775
18,"NCU16728","K36 lost",2.68296299817562,2.80720888623783,0.645911116591215,0.0694130613433998,-0.0365733288229251,1.02621620071972,0.252936683540056,0.0719155883791026,0.287497936602445
19,"NCU07637","K36 lost",2.48314891259642,2.66945136809337,0.507444687721975,-0.568752444421184,-0.633173569928988,0.948650270719023,1.7086366568513,0.585307281312296,-0.639083876204528
20,"NCU16906","K36 lost",2.4595407155286,2.22020881584319,0.121758698294331,-1.53329613204512,-1.42972577588381,-1.01783721896169,-0.00649968558799823,-0.0245124191493307,0.0626277424415671
