"order_idx","gene","cluster","K27_cac1","K27_cac2","K27_ash1","K36_cac1","K36_cac2","K36_set7","RNA_cac1","RNA_cac2","RNA_set7"
95,"NCU07641","K27 lost only",3.78119306442627,3.62801799273639,3.01185644221604,0.086421946731394,0.0994708421947127,0.0393126107495305,4.97338478758798,5.11052882821859,4.96041692552858
96,"NCU07634","K27 lost only",3.52332875091235,3.7009080178601,3.37616865514141,0.356133470542002,0.312775160567114,0.451818491863235,2.40852468650462,1.98709645966349,2.46111912064371
97,"NCU04889","K27 lost only",3.58963001775392,3.40670769345947,3.4010681195572,0.851657918249673,0.865170102786784,0.99027087329732,3.94859656135668,1.95970631379533,3.17515848773956
98,"NCU09585","K27 lost only",3.23706240833215,3.55016928492485,2.76483323686582,1.05385720532949,1.06982473499209,1.59668116508209,2.65677620638086,0.526242366541292,1.48556613837301
99,"NCU08086","K27 lost only",3.24502788166245,3.53229532460224,2.91247173241296,0.778792160289132,0.776184333522032,1.4257537402202,2.52518177931965,4.05001655219357,5.52139235799055
100,"NCU07642","K27 lost only",3.30461401254703,3.38964684372221,3.16813059852787,0.959598256564537,0.786362044281485,1.53372158125177,3.2425606504911,1.75922991718494,2.46121946160511
101,"NCU09837","K27 lost only",3.04642548641683,3.60588036059559,2.95354128809937,1.40966679711119,1.32143887997314,2.0842036535767,6.68206887176685,5.91988197399898,0.864355455242539
102,"NCU16702","K27 lost only",3.30819138317711,3.27521536363605,3.28730792097467,0.690384674544078,0.668116627589898,0.999271133864194,1.82073467822722,0.155288895104609,1.86052867711468
103,"NCU08523","K27 lost only",3.58516078844858,2.94833678941898,2.39689329009477,0.228353255244488,0.273021303619199,0.50681771027457,3.42694776560645,3.19135390532338,4.36916593729056
104,"NCU04702","K27 lost only",3.6173069088725,2.87897749187408,-0.742839381017034,1.22910466540104,1.20126203622851,1.52094063748803,5.4788472882022,1.97827175553316,3.70028771616979
105,"NCU11292","K27 lost only",3.96347087401236,2.37805400587599,1.42268369712375,-1.48600041023927,-1.26867542182809,-2.23898638762975,1.73112361145554,-0.630876317426929,1.25492852267599
106,"NCU16930","K27 lost only",2.81898985729534,3.5095415510322,2.86193704190785,1.15934666603752,1.16148770180104,1.20204911136416,3.94546546737553,0.930657935956627,0.771993282013338
107,"NCU09578","K27 lost only",3.00801422361347,3.2905552931148,3.09514570598397,0.643611720130043,0.77374327550712,1.25961610057421,3.58847698552197,2.99428948191236,3.2125463804041
108,"NCU07092","K27 lost only",3.33025439994956,2.96739258680842,1.39693473413029,1.22449612096027,1.29979250774485,1.72182787179001,7.44254500314868,6.63372254606321,2.46136387391038
109,"NCU09724","K27 lost only",2.80505475011089,3.27036540193253,3.53642208188419,0.964736987174004,0.732541680549838,1.42698527640348,4.62331165213138,3.69002684693366,1.77105042916379
110,"NCU04689","K27 lost only",3.47261818135069,2.54610557132266,0.0842865310669107,1.06200943125597,0.923012591216563,0.578448981380503,5.55240556007968,3.87948525466328,4.32867983966351
111,"NCU04709","K27 lost only",3.53224515197745,2.41152612357051,-0.845540155392508,1.51797728114993,1.30792017268936,1.80061373709375,2.42957603901052,0.755346050357855,2.46088313781435
112,"NCU09725","K27 lost only",2.55074834201486,3.35884697058975,3.46895878462791,1.15708391409524,1.16250710540508,1.70091469654248,2.83993345413087,0.755534240733151,2.4609305239087
113,"NCU09838","K27 lost only",2.50436168752106,3.39964999097638,2.76721138215404,-0.0828991745989694,0.298889896793722,0.13958675547772,-0.536856390003383,-0.0379842134490706,0.0507794420178388
114,"NCU04707","K27 lost only",3.38972063423178,2.51213744384637,-0.595380356019375,0.976476868552522,0.807762346500339,1.41853116018302,6.1753698839875,3.34320765155506,3.6809186248988
115,"NCU12078","K27 lost only",3.47107560333554,2.41468160506056,-0.705539056944759,1.44812329051892,1.31306039292993,1.8409100036085,5.05867206342337,2.35285762112619,3.20817015721379
116,"NCU04705","K27 lost only",3.42840955170244,2.37075118890342,-0.606129734280714,0.806456688537269,0.576632735892534,1.35978828668359,4.39378245465559,2.27729216207919,3.61661822773957
117,"NCU08085","K27 lost only",2.72377364777171,3.05173995845614,2.71623110183411,-0.0504162676391009,0.114767727113891,0.635211149368069,3.58841364125256,7.35504394653227,7.96874950192535
118,"NCU08075","K27 lost only",2.57784075893441,3.13064405534596,3.39135161472834,0.180295020854559,0.269762466500563,0.85306452225229,3.99753026840203,1.96703739154941,2.17613180642061
119,"NCU07103","K27 lost only",3.11658590112001,2.52745896002642,0.672887352216216,1.62239979435638,1.27781723443006,1.62245887930315,2.39012511424468,1.49877222460822,2.46134099194686
120,"NCU04896","K27 lost only",2.9402688388513,2.67224205934291,2.7265128850177,0.137824538166949,0.131716539921973,0.695696863156329,4.20193574414799,2.11027527730074,3.04161053635511
121,"NCU04706","K27 lost only",3.2504018697661,2.36163153544856,-0.762842194635,1.16969604798483,1.17169123676357,1.38266696448895,4.87376403812764,0.756759715707156,3.6557184282545
122,"NCU08087","K27 lost only",2.79043758901722,2.80817186871099,2.42448245023805,0.586416469480558,0.29872428254008,1.28238085755031,4.17700548731176,4.75582123415571,3.0256031050755
123,"NCU09453","K27 lost only",2.80688646923951,2.78002154715161,0.541184003301269,1.38742089460827,1.38262878184746,1.90325859417091,4.33879968377497,0.755290437334078,2.46086603061637
124,"NCU07107","K27 lost only",3.16001230143026,2.23162686476945,-0.225882345214355,0.619597559524049,0.811267903225025,0.443528844306845,2.35844960938691,0.239146348609303,2.11423248134811
125,"NCU04701","K27 lost only",3.26214163254428,2.08821898785846,-0.286804899460285,0.786442490912242,0.789348452760673,1.22603472921021,3.43745659090889,1.72232682597509,3.53542193874268
126,"NCU08207","K27 lost only",2.81932351719578,2.49823691895734,2.40445500736455,0.643402140795583,0.638382889076599,0.76479425697034,2.80964531846785,0.755521203491482,3.17340313689226
127,"NCU08915","K27 lost only",2.27403859315535,2.94617615615273,2.42208879063283,1.00684707628963,1.03143154183601,1.4219840670668,5.66411008296707,2.17110996894817,2.8645920065364
128,"NCU07647","K27 lost only",2.40793389774469,2.66236640925539,3.22874880033798,0.792968563685757,0.590008080809271,1.59901237619733,5.47972826464591,3.33090854479433,2.46116466495458
129,"NCU12076","K27 lost only",3.08685275496155,1.92165425185818,-0.226901403419045,0.572049393844971,0.410823657434032,0.333861435149293,2.64889855708989,2.59147634265268,2.1820508331375
130,"NCU08100","K27 lost only",2.57723146977787,2.38992523358361,2.83194863627816,1.50808264231064,1.45867546380567,1.7009804159967,1.44152438421544,0.17771269833937,1.5428536814306
131,"NCU07106","K27 lost only",2.79118672409292,2.1666638121247,0.732656887289027,1.54800550337215,1.35731736286267,1.56961802589417,3.63372667904575,3.80091722841643,2.46094786298376
132,"NCU12069","K27 lost only",2.87870176388358,2.07195430127749,-0.329788483889387,0.963879640376233,0.929835698396714,1.39410761029514,7.30093841816936,5.20664074627335,2.46130421470559
133,"NCU08752","K27 lost only",2.70048787593552,2.2104568654811,-0.354086786360541,-1.87282942178525,-1.55052535299445,-3.20633276241088,-0.178948410613737,0.080942023979437,0.666302351567793
134,"NCU04704","K27 lost only",3.08200094167231,1.77735578705575,-0.777212253246361,1.01945139571804,0.558075656203899,1.64674754718332,2.59147147704355,1.39976185826719,1.89106467984708
135,"NCU04708","K27 lost only",3.0376051218526,1.80535521672206,-0.527639517972741,1.04133899580493,1.0253159312298,1.50464191342566,4.26589030721988,3.77151375120909,1.88438992659781
136,"NCU04875","K27 lost only",2.40663256713959,2.40169502722472,3.02365539913062,0.583113107794222,0.651537999754921,1.35218475207543,3.75451911822007,1.7457397765704,2.46089479991721
137,"NCU08539","K27 lost only",2.48306577579597,2.30445668735841,3.00025520625558,0.590586177147834,0.572727722664739,0.908609187604533,9.35860783946101,6.26697927840468,7.41046149759695
138,"NCU07116","K27 lost only",2.79716669464793,1.96208263692321,0.032927038391436,0.495867695368402,0.273473706444432,0.766114099377928,2.8842440964816,2.09876665746107,2.60360834276988
139,"NCU10644","K27 lost only",2.22236937349713,2.44227656147943,3.45205135113419,0.63581141234997,0.763307838878037,1.37278071122542,9.62462886912088,9.7674994986442,4.79907390475144
140,"NCU10502","K27 lost only",2.25181158066255,2.32571070779768,3.04177686899108,1.20826837969107,1.17271434370615,1.75388040535904,9.94503799215049,8.54144291132332,4.54904102077604
141,"NCU14162","K27 lost only",2.70997055511906,1.86432859873172,-0.507381356729155,1.15444626401036,1.03328509253048,1.67563302231577,0,0,0
142,"NCU14057","K27 lost only",1.80143369067336,2.7442869112746,2.68155185576274,0.979448414286714,0.922782957071087,1.84722809478023,0,0,0
143,"NCU09835","K27 lost only",1.80565505754522,2.73796119164077,2.55087718530767,1.10229363361866,1.11774689291116,1.70575061129688,5.19094462774255,3.0547080299348,1.88423656478351
144,"NCU09836","K27 lost only",1.82656314221835,2.70357517654685,1.52127485854598,0.169750112712914,0.237816881925615,0.392323476779296,4.26461659572781,2.54940042810036,3.2247794715483
145,"NCU04703","K27 lost only",2.68513249475907,1.8065210571009,-1.01615667063235,1.20853605285888,1.11357867584875,1.81075512910159,6.61498658261813,3.42494049971555,4.34213437929458
146,"NCU08099","K27 lost only",2.26225301909802,2.17851614677447,2.85535714630605,1.28687287377695,1.37544315954311,1.6066664182329,0.472886547834528,0.488733662083719,0.0955442004528239
147,"NCU12077","K27 lost only",2.6956192066689,1.7097195147563,-0.562308414310676,0.878148828347793,0.991496754478142,1.51168228396578,2.43379929942089,1.9561619305994,2.46083377006618
148,"NCU11087","K27 lost only",1.56712131396204,2.78140959645464,2.82996770273112,0.998682324159153,0.92089288175511,1.2485005796051,2.07075771762167,0.726699140948571,-0.373476758771945
149,"NCU08076","K27 lost only",1.87036696714436,2.46230194938376,2.8290096360615,-0.913546546019403,-0.606512796518127,-0.793988403706603,-1.56860001297679,-0.774672593956754,0.119596518053927
150,"NCU07626","K27 lost only",2.12959234489783,2.20080889077623,2.33740029371749,-1.49919712895489,-1.40754471227247,-1.96116776287174,0.312872639519056,-0.895726958018535,-0.116722100337442
151,"NCU08916","K27 lost only",1.69778253495302,2.6187333888807,2.78824113436984,0.702669024627723,0.836836487318721,1.59990070237089,5.06405601336147,3.32985452624565,3.34026429674561
152,"NCU08917","K27 lost only",1.81214403758332,2.42106393317856,2.55664454716498,0.438926860469773,0.305370052642756,1.24301617147785,5.31166313812661,4.06243568048142,3.31935537226618
